query_image_path,utm_east,utm_north,reference_1_path,reference_1_distance,reference_1_utm_east,reference_1_utm_north,reference_2_path,reference_2_distance,reference_2_utm_east,reference_2_utm_north,reference_3_path,reference_3_distance,reference_3_utm_east,reference_3_utm_north
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0549652.09@4177912.11@10@S@037.74716@-122.43640@6177131644@@@@@@20110924@@.jpg,549652.09,4177912.11,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549655.70@4177912.02@10@S@037.74716@-122.43636@ksiADQ0VjNo9fTru9uC9iw@@175@@@@201311@@.jpg,3.6111217093684775,549655.7,4177912.02,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549655.70@4177912.02@10@S@037.74716@-122.43636@ksiADQ0VjNo9fTru9uC9iw@@145@@@@201311@@.jpg,3.6111217093684775,549655.7,4177912.02,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549646.90@4177910.85@10@S@037.74715@-122.43646@_dtqc6R3KqLCHu3JZL02Ew@@115@@@@201311@@.jpg,5.340758373008154,549646.9,4177910.85
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0549654.76@4176912.88@10@S@037.73815@-122.43643@20335799768@@@@@@20150812@@.jpg,549654.76,4176912.88,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549651.14@4176913.42@10@S@037.73816@-122.43648@x6jQnpz1Qm8zUm4zP2PP9g@@315@@@@201311@@.jpg,3.660054644401709,549651.14,4176913.42,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549655.53@4176916.77@10@S@037.73819@-122.43643@E_s953r8VI77m1g2-LLo5w@@286@@@@201311@@.jpg,3.965476011911192,549655.53,4176916.77,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549658.17@4176916.79@10@S@037.73819@-122.43640@KzKqQBQiSl-7vch1P2a5tg@@287@@@@201311@@.jpg,5.188082497550282,549658.17,4176916.79
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0549657.87@4180986.98@10@S@037.77487@-122.43612@4240346094@@@@@@20100103@@.jpg,549657.87,4180986.98,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549659.18@4180989.87@10@S@037.77490@-122.43611@HtJKYn5s-xyTN5Z3pb7JGA@@229@@@@201311@@.jpg,3.173042703920013,549659.18,4180989.87,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549351.11@4183605.41@10@S@037.79849@-122.43943@QyhqMyvDBzwVGNvZ3BJe5g@@321@@@@201311@@.jpg,2636.3378695646893,549351.11,4183605.41,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0551960.42@4178618.57@10@S@037.75340@-122.41015@ea2Fm54_X_ANc-I7CHwqbA@@235@@@@201311@@.jpg,3303.195790533907,551960.42,4178618.57
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0549661.02@4183020.89@10@S@037.79320@-122.43595@50385002832@@@@@@20200926@@.jpg,549661.02,4183020.89,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0550324.56@4182932.27@10@S@037.79237@-122.42842@GC33Ln8io8AHBQ04jZb87g@@349@@@@201311@@.jpg,669.4317261678515,550324.56,4182932.27,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0550342.15@4182935.71@10@S@037.79240@-122.42822@H_3a-lJOXEqt0S2GF3yLNA@@320@@@@201311@@.jpg,686.4355099352268,550342.15,4182935.71,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0548387.44@4182491.27@10@S@037.78850@-122.45045@_ni-uGqHI2fv8FSKshMVpg@@230@@@@201311@@.jpg,1379.312640701994,548387.44,4182491.27
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0549668.09@4180972.51@10@S@037.77474@-122.43601@5797944182@@@@@@20110604@@.jpg,549668.09,4180972.51,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549659.18@4180989.87@10@S@037.77490@-122.43611@HtJKYn5s-xyTN5Z3pb7JGA@@49@@@@201311@@.jpg,19.513013606569004,549659.18,4180989.87,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549661.91@4180974.36@10@S@037.77476@-122.43608@O9DJszB31i62bZSCVHwfTg@@20@@@@201311@@.jpg,6.45096116865842,549661.91,4180974.36,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547230.94@4182249.33@10@S@037.78638@-122.46360@rBaWkIBzbJcjeB58E8UiXw@@56@@@@201311@@.jpg,2751.3577438967973,547230.94,4182249.33
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0549668.13@4178262.15@10@S@037.75031@-122.43619@5562761997@@@@@@20110327@@.jpg,549668.13,4178262.15,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549664.97@4178274.89@10@S@037.75043@-122.43623@C4kGX7d0kbiT_ITS3DWXnA@@114@@@@201311@@.jpg,13.126050434380527,549664.97,4178274.89,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549667.65@4178269.36@10@S@037.75038@-122.43620@qPZt38tPO_pQF5-uk_K81g@@114@@@@201311@@.jpg,7.225960143776391,549667.65,4178269.36,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549678.21@4178270.53@10@S@037.75039@-122.43608@b7NPC6tziddqcQqR9x0VJA@@145@@@@201311@@.jpg,13.108424771774908,549678.21,4178270.53
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0549672.81@4182729.70@10@S@037.79058@-122.43583@4020898975@@@@@@20091018@@.jpg,549672.81,4182729.7,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549663.68@4182725.21@10@S@037.79054@-122.43594@ulcjWRURHY3Nzk1Upd0mvg@@6@@@@201311@@.jpg,10.174330444903596,549663.68,4182725.21,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549667.21@4182724.12@10@S@037.79053@-122.43590@7llXhqVudQYZ5cBI2wKNrg@@20@@@@201311@@.jpg,7.905466463269233,549667.21,4182724.12,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549260.73@4181494.54@10@S@037.77947@-122.44060@ySpkf07PjspgPe5d7FfyLA@@20@@@@201311@@.jpg,1302.086845030096,549260.73,4181494.54
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0549677.57@4180598.87@10@S@037.77137@-122.43592@4045309586@@@@@@20091026@@.jpg,549677.57,4180598.87,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549673.86@4180600.52@10@S@037.77139@-122.43597@uiji8E6pyNt1YfXgibzo4Q@@140@@@@201312@@.jpg,4.060369441247465,549673.86,4180600.52,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549669.45@4180600.49@10@S@037.77139@-122.43602@fMCLCWfSTGshUzvN93vpTA@@110@@@@201312@@.jpg,8.28002415457144,549669.45,4180600.49,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0550602.60@4182247.17@10@S@037.78618@-122.42531@D-GODsarUG4DtQ87V3W89w@@349@@@@201311@@.jpg,1890.1252315387565,550602.6,4182247.17
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0549684.00@4183444.09@10@S@037.79701@-122.43566@8873246899@@@@@@20130529@@.jpg,549684.0,4183444.09,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549685.73@4183448.76@10@S@037.79706@-122.43564@2mIui8zJf7vp6asjiiaPtQ@@80@@@@201312@@.jpg,4.980140560189007,549685.73,4183448.76,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549691.01@4183449.90@10@S@037.79707@-122.43558@cp93x2ViwPpLeRDvafJ_aA@@79@@@@201312@@.jpg,9.104735031882033,549691.01,4183449.9,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549691.01@4183449.90@10@S@037.79707@-122.43558@cp93x2ViwPpLeRDvafJ_aA@@109@@@@201312@@.jpg,9.104735031882033,549691.01,4183449.9
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0549684.58@4179435.13@10@S@037.76088@-122.43592@50327622913@@@@@@20200910@@.jpg,549684.58,4179435.13,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549693.23@4179432.30@10@S@037.76086@-122.43583@aAqi5CBN_cJhDTLx8dyUkA@@175@@@@201312@@.jpg,9.101175748265964,549693.23,4179432.3,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549673.88@4179427.74@10@S@037.76082@-122.43605@uxjdRpWhk_eSAiJSXcvodA@@114@@@@201311@@.jpg,13.003926329922365,549673.88,4179427.74,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549681.81@4179427.79@10@S@037.76082@-122.43596@ztsDTPHdmDMXE8wW87XqfA@@174@@@@201311@@.jpg,7.845285208153414,549681.81,4179427.79
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0549685.36@4180605.36@10@S@037.77143@-122.43583@51066882038@@@@@@20210324@@.jpg,549685.36,4180605.36,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549689.69@4180603.94@10@S@037.77142@-122.43579@CC0ibT9ry4dJWwfkLuHoPg@@20@@@@201312@@.jpg,4.556895873226145,549689.69,4180603.94,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549693.21@4180603.96@10@S@037.77142@-122.43575@EE-l81uTFGQiJxMq9HmNMQ@@20@@@@201312@@.jpg,7.973863555352179,549693.21,4180603.96,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549686.17@4180602.81@10@S@037.77141@-122.43583@8daYJkiwpwi0P5UUJj6zWQ@@20@@@@201312@@.jpg,2.675556016819789,549686.17,4180602.81
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0549685.99@4179157.09@10@S@037.75838@-122.43593@49936333698@@@@@@20200526@@.jpg,549685.99,4179157.09,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549686.08@4179157.09@10@S@037.75838@-122.43593@luQYiMIMfb189ZJHzJN76g@@55@@@@201311@@.jpg,0.0899999999674037,549686.08,4179157.09,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549686.97@4179155.99@10@S@037.75837@-122.43592@ms0lhXanlJ4tSqrgTG0fAA@@53@@@@201311@@.jpg,1.4732277485656888,549686.97,4179155.99,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549686.97@4179155.99@10@S@037.75837@-122.43592@ms0lhXanlJ4tSqrgTG0fAA@@83@@@@201311@@.jpg,1.4732277485656888,549686.97,4179155.99
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0549691.53@4182824.13@10@S@037.79143@-122.43561@50566853628@@@@@@20201104@@.jpg,549691.53,4182824.13,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549696.53@4182827.49@10@S@037.79146@-122.43556@M9yv7PioSTx-qg7LXkIDEg@@350@@@@201311@@.jpg,6.024084992947315,549696.53,4182827.49,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0550093.78@4178747.92@10@S@037.75467@-122.43133@wqPq1MNpJzGnqLXRRqm9PA@@325@@@@201312@@.jpg,4096.009402650304,550093.78,4178747.92,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0551851.49@4178988.47@10@S@037.75674@-122.41136@692sbdverFJ5OAMc_-1a5w@@84@@@@201311@@.jpg,4402.012589395607,551851.49,4178988.47
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0549692.29@4183134.80@10@S@037.79423@-122.43558@50808414753@@@@@@20210107@@.jpg,549692.29,4183134.8,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549701.72@4183133.75@10@S@037.79422@-122.43548@t4hV982n4ZSUKheAuNwXLg@@170@@@@201312@@.jpg,9.488276977322032,549701.72,4183133.75,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549707.88@4183134.90@10@S@037.79423@-122.43541@gv7C0VsMoNvPGH4RMfxMNg@@170@@@@201312@@.jpg,15.590320715078388,549707.88,4183134.9,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0548492.18@4180256.18@10@S@037.76835@-122.44941@RIcN7tfxjm6jPsqr5fOUsg@@259@@@@201312@@.jpg,3118.768525636029,548492.18,4180256.18
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0549693.72@4182825.47@10@S@037.79144@-122.43559@5488452022@@@@@@20110301@@.jpg,549693.72,4182825.47,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549692.13@4182826.35@10@S@037.79145@-122.43561@K7BDNALWE8p6f5_QnExMZQ@@291@@@@201311@@.jpg,1.817278184455987,549692.13,4182826.35,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549696.53@4182827.49@10@S@037.79146@-122.43556@M9yv7PioSTx-qg7LXkIDEg@@290@@@@201311@@.jpg,3.460708020100698,549696.53,4182827.49,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549696.53@4182827.49@10@S@037.79146@-122.43556@M9yv7PioSTx-qg7LXkIDEg@@260@@@@201311@@.jpg,3.460708020100698,549696.53,4182827.49
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0549696.48@4182587.27@10@S@037.78929@-122.43557@4723896708@@@@@@20100622@@.jpg,549696.48,4182587.27,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549779.29@4176849.84@10@S@037.73758@-122.43503@Z0KINXnFeiHSdJqkxiILyg@@274@@@@201311@@.jpg,5738.027579316949,549779.29,4176849.84,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0551784.49@4182919.13@10@S@037.79217@-122.41184@y33WZO6weJIJIonV0qmPlg@@49@@@@201311@@.jpg,2114.217779629136,551784.49,4182919.13,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0550680.43@4178612.82@10@S@037.75342@-122.42468@idClQe2WoJIDy6ej-OH3yg@@181@@@@201311@@.jpg,4094.4365186190894,550680.43,4178612.82
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0549698.10@4179428.11@10@S@037.76082@-122.43577@51293050941@@@@@@20210706@@.jpg,549698.1,4179428.11,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549709.08@4179433.50@10@S@037.76087@-122.43565@ECth9-qTfA_nCvKUA-A3Ng@@56@@@@201312@@.jpg,12.231618862644329,549709.08,4179433.5,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549713.48@4179433.53@10@S@037.76087@-122.43560@Z0W_ko_YNJfdaPSiXHzFYQ@@55@@@@201312@@.jpg,16.307078217735253,549713.48,4179433.53,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549713.50@4179430.20@10@S@037.76084@-122.43560@uvcTbupDs-EiJ9eFEnGvrg@@55@@@@201311@@.jpg,15.541174344367954,549713.5,4179430.2
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0549699.20@4180720.61@10@S@037.77247@-122.43567@49827473907@@@@@@20200427@@.jpg,549699.2,4180720.61,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549711.04@4180713.91@10@S@037.77241@-122.43554@cHmTDzUuukcloXMHcpITYQ@@110@@@@201312@@.jpg,13.604249336080288,549711.04,4180713.91,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549703.08@4180719.41@10@S@037.77246@-122.43563@H52djwyLKfXNJ_odoKNZQQ@@109@@@@201311@@.jpg,4.061329831393356,549703.08,4180719.41,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549705.81@4180706.11@10@S@037.77234@-122.43560@BAZ3uopND5-3kIIYajtWMw@@80@@@@201311@@.jpg,15.93556086246588,549705.81,4180706.11
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0549699.91@4180705.30@10@S@037.77233@-122.43566@8010641802@@@@@@20120922@@.jpg,549699.91,4180705.3,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549706.73@4180699.46@10@S@037.77228@-122.43559@EBOExe2L0gF2rIuYDYHRSg@@79@@@@201311@@.jpg,8.978752697204712,549706.73,4180699.46,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549709.48@4180681.73@10@S@037.77212@-122.43556@y_lYmRSS2hUdCto9RzTMwg@@20@@@@201311@@.jpg,25.438746038103314,549709.48,4180681.73,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549707.64@4180693.92@10@S@037.77223@-122.43558@pF5MjmkyH1cqM8Oj9RW8vA@@80@@@@201311@@.jpg,13.757081812549073,549707.64,4180693.92
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0549706.48@4182827.32@10@S@037.79145@-122.43544@5487823127@@@@@@20110301@@.jpg,549706.48,4182827.32,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549696.53@4182827.49@10@S@037.79146@-122.43556@M9yv7PioSTx-qg7LXkIDEg@@350@@@@201311@@.jpg,9.95145215529906,549696.53,4182827.49,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0551851.49@4178988.47@10@S@037.75674@-122.41136@692sbdverFJ5OAMc_-1a5w@@84@@@@201311@@.jpg,4397.480781378946,551851.49,4178988.47,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552123.42@4177778.57@10@S@037.74582@-122.40836@dcKBnqUsE4lU5Wy9TgL-Bw@@91@@@@201311@@.jpg,5597.452592572829,552123.42,4177778.57
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0549713.40@4178001.02@10@S@037.74795@-122.43569@6174609520@@@@@@20110923@@.jpg,549713.4,4178001.02,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0551215.39@4177158.20@10@S@037.74028@-122.41871@ENEkMGt8S9rdtKv6RYR-nQ@@266@@@@201311@@.jpg,1722.3006452125858,551215.39,4177158.2,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552512.72@4179594.02@10@S@037.76216@-122.40381@kfaZL9la_ln3_lqyokEkNA@@325@@@@201311@@.jpg,3220.844836746985,552512.72,4179594.02,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0551448.46@4176661.47@10@S@037.73579@-122.41610@lgTnF58702iiI5lyRSMG1A@@242@@@@201311@@.jpg,2191.991652835223,551448.46,4176661.47
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0549718.24@4175853.00@10@S@037.72859@-122.43579@3389781525@@@@@@20090327@@.jpg,549718.24,4175853.0,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549711.31@4175848.64@10@S@037.72856@-122.43587@MvBuNrXhjTvTb0EHX8YnIw@@157@@@@201311@@.jpg,8.187459923441425,549711.31,4175848.64,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549707.82@4175843.07@10@S@037.72851@-122.43591@F_1h9ZS3mHLBnAl0fuWhgg@@156@@@@201311@@.jpg,14.393793801642522,549707.82,4175843.07,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549713.94@4175850.87@10@S@037.72858@-122.43584@Txc7VdZjmV5435kkRkaimg@@157@@@@201311@@.jpg,4.798635222636158,549713.94,4175850.87
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0549731.09@4182309.76@10@S@037.78679@-122.43520@4846421713@@@@@@20100731@@.jpg,549731.09,4182309.76,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549736.64@4182308.47@10@S@037.78678@-122.43514@KuXiBbaq9P5_E2WpjXNLvA@@200@@@@201312@@.jpg,5.697946998648863,549736.64,4182308.47,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549736.64@4182308.47@10@S@037.78678@-122.43514@KuXiBbaq9P5_E2WpjXNLvA@@170@@@@201312@@.jpg,5.697946998648863,549736.64,4182308.47,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549736.61@4182314.01@10@S@037.78683@-122.43514@E7HZDM_LGNZvSMJ1WsLmWg@@170@@@@201311@@.jpg,6.966555820504537,549736.61,4182314.01
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0549735.96@4180613.32@10@S@037.77150@-122.43526@14151992446@@@@@@20140513@@.jpg,549735.96,4180613.32,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549735.45@4180610.87@10@S@037.77148@-122.43527@VLZ44Q9Zv9is0BdnlWJzSw@@230@@@@201312@@.jpg,2.5025187309269947,549735.45,4180610.87,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549729.29@4180609.73@10@S@037.77147@-122.43534@vBFd3AUh4dQatOSMnZ9eow@@230@@@@201312@@.jpg,7.574760722157247,549729.29,4180609.73,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549741.60@4180612.02@10@S@037.77149@-122.43520@oLyPGf_xTwK9F1xaLSVpXQ@@229@@@@201312@@.jpg,5.787883896526717,549741.6,4180612.02
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0549738.58@4179974.47@10@S@037.76574@-122.43527@49965206703@@@@@@20200603@@.jpg,549738.58,4179974.47,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549034.30@4180920.67@10@S@037.77431@-122.44321@OqtZiCzR7gGj0Ej9Rd4MGQ@@291@@@@201311@@.jpg,1179.5358232793724,549034.3,4180920.67,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0545838.18@4182199.30@10@S@037.78600@-122.47942@kxQ9x2fHu5gMhpFBGMeu8Q@@325@@@@201311@@.jpg,4490.321668755762,545838.18,4182199.3,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0548387.44@4182491.27@10@S@037.78850@-122.45045@_ni-uGqHI2fv8FSKshMVpg@@230@@@@201311@@.jpg,2856.5471358966056,548387.44,4182491.27
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0549739.12@4179973.03@10@S@037.76573@-122.43527@4872631923@@@@@@20100808@@.jpg,549739.12,4179973.03,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0551918.02@4181152.48@10@S@037.77624@-122.41045@YDXuNOQMBjcW2n23hXzNzg@@345@@@@201311@@.jpg,2477.6415221941493,551918.02,4181152.48,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0551914.48@4181155.79@10@S@037.77627@-122.41049@o19mK22bwZ7Ru6Mg9hCPEA@@45@@@@201311@@.jpg,2476.108306839689,551914.48,4181155.79,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0548957.41@4180076.97@10@S@037.76671@-122.44414@jkhuOzKPMFeKgWm_tn-EqQ@@321@@@@201312@@.jpg,788.5899109803694,548957.41,4180076.97
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0549739.39@4180614.34@10@S@037.77151@-122.43522@14172484912@@@@@@20140513@@.jpg,549739.39,4180614.34,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549741.60@4180612.02@10@S@037.77149@-122.43520@oLyPGf_xTwK9F1xaLSVpXQ@@229@@@@201312@@.jpg,3.204137949442486,549741.6,4180612.02,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549735.45@4180610.87@10@S@037.77148@-122.43527@VLZ44Q9Zv9is0BdnlWJzSw@@230@@@@201312@@.jpg,5.250190472608329,549735.45,4180610.87,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549746.88@4180613.16@10@S@037.77150@-122.43514@RAoMQL5tM2JFHdiZk6W34w@@230@@@@201312@@.jpg,7.582380892513719,549746.88,4180613.16
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0549747.13@4182204.01@10@S@037.78583@-122.43502@13828909045@@@@@@20140413@@.jpg,549747.13,4182204.01,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549740.79@4182205.30@10@S@037.78585@-122.43510@CXtDaOIvNUmn96G2wOVtmw@@140@@@@201311@@.jpg,6.469907263607632,549740.79,4182205.3,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549743.42@4182206.43@10@S@037.78586@-122.43507@3WERP0EzWLv4lpDb8ZJimw@@142@@@@201311@@.jpg,4.429503358348064,549743.42,4182206.43,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552802.16@4182124.51@10@S@037.78495@-122.40034@JD_PA2UtPYndJ05BWlHJVg@@43@@@@201305@@.jpg,3056.064225584955,552802.16,4182124.51
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0549748.66@4182840.45@10@S@037.79157@-122.43496@50568026677@@@@@@20201105@@.jpg,549748.66,4182840.45,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549749.31@4182835.57@10@S@037.79153@-122.43496@pTPwu_YO96f9TnFwILMMVA@@140@@@@201311@@.jpg,4.923098618094539,549749.31,4182835.57,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549753.70@4182836.71@10@S@037.79154@-122.43491@iFvitGlXST44JfgTlVLv6g@@140@@@@201311@@.jpg,6.276081580164008,549753.7,4182836.71,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549666.08@4182619.82@10@S@037.78959@-122.43592@BZ-0WGHBL1DvZqv9V6O-Kw@@109@@@@201312@@.jpg,235.57812568268827,549666.08,4182619.82
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0549748.89@4179595.18@10@S@037.76232@-122.43518@49261332333@@@@@@20191223@@.jpg,549748.89,4179595.18,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549747.77@4179591.29@10@S@037.76229@-122.43520@ldEN57oIJfwGwBChdcGB4Q@@145@@@@201311@@.jpg,4.04802420953778,549747.77,4179591.29,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549746.84@4179597.94@10@S@037.76235@-122.43521@udn59D9qe-bJ044UmW9qhQ@@144@@@@201311@@.jpg,3.4380372305949662,549746.84,4179597.94,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549423.75@4181624.22@10@S@037.78063@-122.43874@9ld_ELMql6No96V_OYg4SQ@@200@@@@201312@@.jpg,2054.925629116577,549423.75,4181624.22
